;Dzien tygodnia;data;nowe przypadki;zgony;ozdrowieńcy;kwarantanna;wojewodztwo;testy
5479;sobota;2021-09-26;21;0.0;36.0;4105;pomorskie;1603.0
5480;sobota;2021-09-26;42;0.0;38.0;5065;śląskie;2901.0
5481;sobota;2021-09-26;7;0.0;6.0;1292;świętokrzyskie;791.0
5482;sobota;2021-09-26;16;0.0;20.0;1628;warmińsko-mazurskie;771.0
5483;sobota;2021-09-26;31;0.0;29.0;6023;wielkopolskie;1954.0
5484;sobota;2021-09-26;43;0.0;58.0;3550;zachodniopomorskie;1189.0
5485;poniedziałek;2021-09-27;421;0.0;758.0;78620;cały kraj;21347.0
5486;poniedziałek;2021-09-27;17;0.0;53.0;5742;dolnośląskie;1229.0
5487;poniedziałek;2021-09-27;13;0.0;15.0;2205;kujawsko-pomorskie;823.0
5488;poniedziałek;2021-09-27;59;0.0;102.0;6322;lubelskie;1077.0
5489;poniedziałek;2021-09-27;3;0.0;9.0;2172;lubuskie;504.0
5490;poniedziałek;2021-09-27;20;0.0;55.0;6780;łódzkie;1322.0
5491;poniedziałek;2021-09-27;27;0.0;57.0;4023;małopolskie;2235.0
5492;poniedziałek;2021-09-27;82;0.0;137.0;24715;mazowieckie;3162.0
5493;poniedziałek;2021-09-27;4;0.0;18.0;1794;opolskie;392.0
5494;poniedziałek;2021-09-27;34;0.0;45.0;2209;podkarpackie;1411.0
5495;poniedziałek;2021-09-27;20;0.0;37.0;2268;podlaskie;463.0
5496;poniedziałek;2021-09-27;22;0.0;38.0;4012;pomorskie;1454.0
5497;poniedziałek;2021-09-27;20;0.0;45.0;4736;śląskie;2250.0
5498;poniedziałek;2021-09-27;9;0.0;15.0;1214;świętokrzyskie;676.0
5499;poniedziałek;2021-09-27;11;0.0;24.0;1448;warmińsko-mazurskie;584.0
5500;poniedziałek;2021-09-27;23;0.0;44.0;5675;wielkopolskie;1238.0
5501;poniedziałek;2021-09-27;42;0.0;61.0;3282;zachodniopomorskie;913.0
5502;wtorek;2021-09-28;975;29.0;623.0;84820;cały kraj;46861.0
5503;wtorek;2021-09-28;42;0.0;51.0;6088;dolnośląskie;2932.0
5504;wtorek;2021-09-28;23;3.0;31.0;2594;kujawsko-pomorskie;1972.0
5505;wtorek;2021-09-28;198;5.0;114.0;7272;lubelskie;3166.0
5506;wtorek;2021-09-28;7;0.0;24.0;2161;lubuskie;1116.0
5507;wtorek;2021-09-28;65;0.0;34.0;6920;łódzkie;3711.0
5508;wtorek;2021-09-28;75;2.0;41.0;4664;małopolskie;3443.0
5509;wtorek;2021-09-28;150;4.0;82.0;24964;mazowieckie;6589.0
5510;wtorek;2021-09-28;8;1.0;13.0;1762;opolskie;1060.0
5511;wtorek;2021-09-28;63;1.0;50.0;2486;podkarpackie;2752.0
5512;wtorek;2021-09-28;52;2.0;29.0;2654;podlaskie;1374.0
5513;wtorek;2021-09-28;67;3.0;16.0;4519;pomorskie;2905.0
5514;wtorek;2021-09-28;47;6.0;40.0;5437;śląskie;4983.0
5515;wtorek;2021-09-28;9;0.0;17.0;1331;świętokrzyskie;1323.0
5516;wtorek;2021-09-28;38;1.0;15.0;1710;warmińsko-mazurskie;1671.0
5517;wtorek;2021-09-28;47;1.0;32.0;6477;wielkopolskie;2641.0
5518;wtorek;2021-09-28;69;0.0;29.0;3756;zachodniopomorskie;2257.0
5519;środa;2021-09-29;1234;22.0;413.0;83537;cały kraj;45858.0
5520;środa;2021-09-29;73;3.0;16.0;6218;dolnośląskie;3018.0
5521;środa;2021-09-29;38;3.0;23.0;2584;kujawsko-pomorskie;2377.0
5522;środa;2021-09-29;220;3.0;37.0;7189;lubelskie;2853.0
5523;środa;2021-09-29;20;0.0;7.0;2003;lubuskie;1128.0
5524;środa;2021-09-29;77;1.0;23.0;6293;łódzkie;3198.0
5525;środa;2021-09-29;82;1.0;36.0;4752;małopolskie;3217.0
5526;środa;2021-09-29;194;5.0;84.0;23978;mazowieckie;7297.0
5527;środa;2021-09-29;14;0.0;7.0;1736;opolskie;920.0
5528;środa;2021-09-29;67;0.0;24.0;2653;podkarpackie;2935.0
5529;środa;2021-09-29;114;3.0;20.0;2663;podlaskie;1285.0
5530;środa;2021-09-29;70;0.0;17.0;4675;pomorskie;2486.0
5531;środa;2021-09-29;59;2.0;29.0;5369;śląskie;4847.0
5532;środa;2021-09-29;12;0.0;13.0;1308;świętokrzyskie;1249.0
5533;środa;2021-09-29;48;0.0;10.0;1753;warmińsko-mazurskie;1356.0
5534;środa;2021-09-29;53;0.0;33.0;6727;wielkopolskie;2707.0
5535;środa;2021-09-29;79;1.0;30.0;3597;zachodniopomorskie;2260.0
5536;czwartek;2021-09-30;1208;27.0;748.0;84962;cały kraj;39449.0
5537;czwartek;2021-09-30;81;0.0;33.0;6153;dolnośląskie;2655.0
5538;czwartek;2021-09-30;38;2.0;40.0;2527;kujawsko-pomorskie;1726.0
5539;czwartek;2021-09-30;241;4.0;119.0;7944;lubelskie;2654.0
5540;czwartek;2021-09-30;17;0.0;12.0;1972;lubuskie;852.0
5541;czwartek;2021-09-30;56;2.0;82.0;6189;łódzkie;2574.0
5542;czwartek;2021-09-30;97;2.0;59.0;4835;małopolskie;2794.0
5543;czwartek;2021-09-30;206;7.0;118.0;24166;mazowieckie;6633.0
5544;czwartek;2021-09-30;22;2.0;7.0;1665;opolskie;851.0
5545;czwartek;2021-09-30;81;5.0;29.0;2924;podkarpackie;2393.0
5546;czwartek;2021-09-30;74;1.0;48.0;3243;podlaskie;1168.0
5547;czwartek;2021-09-30;47;0.0;43.0;4723;pomorskie;2178.0
5548;czwartek;2021-09-30;55;0.0;41.0;5267;śląskie;4185.0
5549;czwartek;2021-09-30;21;0.0;9.0;1276;świętokrzyskie;1013.0
5550;czwartek;2021-09-30;39;0.0;35.0;1835;warmińsko-mazurskie;1341.0
5551;czwartek;2021-09-30;50;0.0;36.0;6490;wielkopolskie;2501.0
5552;czwartek;2021-09-30;74;2.0;35.0;3719;zachodniopomorskie;1727.0
5553;piątek;2021-10-01;1362;16.0;948.0;87719;cały kraj;42843.0
5554;piątek;2021-10-01;72;0.0;60.0;6203;dolnośląskie;2696.0
5555;piątek;2021-10-01;37;1.0;23.0;2613;kujawsko-pomorskie;1879.0
5556;piątek;2021-10-01;274;5.0;149.0;8653;lubelskie;2969.0
5557;piątek;2021-10-01;14;0.0;28.0;2073;lubuskie;993.0
5558;piątek;2021-10-01;65;2.0;73.0;6176;łódzkie;2933.0
5559;piątek;2021-10-01;94;1.0;75.0;5090;małopolskie;3399.0
5560;piątek;2021-10-01;230;1.0;154.0;24435;mazowieckie;6236.0
5561;piątek;2021-10-01;18;1.0;15.0;1767;opolskie;917.0
5562;piątek;2021-10-01;73;0.0;52.0;3248;podkarpackie;2580.0
5563;piątek;2021-10-01;105;1.0;52.0;3770;podlaskie;1259.0
5564;piątek;2021-10-01;53;2.0;49.0;5015;pomorskie;2485.0
5565;piątek;2021-10-01;67;0.0;63.0;5208;śląskie;4358.0
5566;piątek;2021-10-01;18;1.0;7.0;1222;świętokrzyskie;1128.0
5567;piątek;2021-10-01;48;1.0;43.0;1900;warmińsko-mazurskie;1434.0
5568;piątek;2021-10-01;69;0.0;51.0;6375;wielkopolskie;2718.0
5569;piątek;2021-10-01;105;0.0;51.0;3940;zachodniopomorskie;2056.0
5570;piątek;2021-10-02;1344;23.0;994.0;89515;cały kraj;42312.0
5571;piątek;2021-10-02;68;0.0;60.0;6094;dolnośląskie;2670.0
5572;piątek;2021-10-02;63;2.0;76.0;2466;kujawsko-pomorskie;1956.0
5573;piątek;2021-10-02;254;5.0;135.0;9412;lubelskie;2846.0
5574;piątek;2021-10-02;15;0.0;14.0;2221;lubuskie;909.0
5575;piątek;2021-10-02;59;2.0;48.0;6267;łódzkie;2780.0
5576;piątek;2021-10-02;71;2.0;97.0;4961;małopolskie;3155.0
5577;piątek;2021-10-02;242;1.0;161.0;24681;mazowieckie;6956.0
5578;piątek;2021-10-02;15;5.0;21.0;1807;opolskie;818.0
5579;piątek;2021-10-02;57;3.0;57.0;3228;podkarpackie;2353.0
5580;piątek;2021-10-02;91;0.0;48.0;4242;podlaskie;1269.0
5581;piątek;2021-10-02;80;0.0;43.0;5009;pomorskie;2374.0
5582;piątek;2021-10-02;79;1.0;58.0;5304;śląskie;4124.0
5583;piątek;2021-10-02;22;0.0;16.0;1242;świętokrzyskie;1171.0
5584;piątek;2021-10-02;61;1.0;40.0;2038;warmińsko-mazurskie;1577.0
5585;piątek;2021-10-02;65;1.0;49.0;6492;wielkopolskie;2646.0
5586;piątek;2021-10-02;82;0.0;66.0;4025;zachodniopomorskie;1893.0
5587;sobota;2021-10-03;1090;6.0;796.0;84280;cały kraj;30175.0
5588;sobota;2021-10-03;44;0.0;43.0;5784;dolnośląskie;1565.0
5589;sobota;2021-10-03;35;0.0;31.0;2228;kujawsko-pomorskie;1171.0
5590;sobota;2021-10-03;196;0.0;132.0;8865;lubelskie;1761.0
5591;sobota;2021-10-03;18;0.0;11.0;2074;lubuskie;562.0
5592;sobota;2021-10-03;58;0.0;48.0;5901;łódzkie;2048.0
5593;sobota;2021-10-03;69;0.0;53.0;4434;małopolskie;2690.0
5594;sobota;2021-10-03;227;3.0;120.0;23884;mazowieckie;4352.0
5595;sobota;2021-10-03;16;0.0;11.0;1640;opolskie;617.0
5596;sobota;2021-10-03;86;0.0;58.0;2775;podkarpackie;2023.0
5597;sobota;2021-10-03;70;1.0;63.0;4070;podlaskie;811.0
5598;sobota;2021-10-03;41;0.0;39.0;4758;pomorskie;2086.0
5599;sobota;2021-10-03;57;1.0;59.0;4820;śląskie;3195.0
5600;sobota;2021-10-03;14;0.0;5.0;1170;świętokrzyskie;894.0
5601;sobota;2021-10-03;23;0.0;29.0;1798;warmińsko-mazurskie;791.0
5602;sobota;2021-10-03;43;1.0;34.0;6194;wielkopolskie;1752.0
5603;sobota;2021-10-03;73;0.0;59.0;3864;zachodniopomorskie;1490.0
5604;poniedziałek;2021-10-04;684;0.0;848.0;81016;cały kraj;21583.0
5605;poniedziałek;2021-10-04;32;0.0;53.0;5561;dolnośląskie;1130.0
5606;poniedziałek;2021-10-04;22;0.0;30.0;2144;kujawsko-pomorskie;872.0
5607;poniedziałek;2021-10-04;118;0.0;142.0;8537;lubelskie;1255.0
5608;poniedziałek;2021-10-04;5;0.0;7.0;2141;lubuskie;488.0
5609;poniedziałek;2021-10-04;24;0.0;39.0;5663;łódzkie;1302.0
5610;poniedziałek;2021-10-04;54;0.0;77.0;4197;małopolskie;1996.0
5611;poniedziałek;2021-10-04;149;0.0;134.0;22970;mazowieckie;3244.0
5612;poniedziałek;2021-10-04;8;0.0;7.0;1581;opolskie;506.0
5613;poniedziałek;2021-10-04;30;0.0;72.0;2468;podkarpackie;1371.0
5614;poniedziałek;2021-10-04;59;0.0;54.0;3913;podlaskie;633.0
5615;poniedziałek;2021-10-04;42;0.0;34.0;4654;pomorskie;1503.0
5616;poniedziałek;2021-10-04;26;0.0;60.0;4526;śląskie;2361.0
5617;poniedziałek;2021-10-04;10;0.0;2.0;1143;świętokrzyskie;810.0
5618;poniedziałek;2021-10-04;19;0.0;42.0;1911;warmińsko-mazurskie;577.0
5619;poniedziałek;2021-10-04;30;0.0;36.0;5795;wielkopolskie;1157.0
5620;poniedziałek;2021-10-04;46;0.0;54.0;3792;zachodniopomorskie;924.0
5621;wtorek;2021-10-05;1325;46.0;719.0;89204;cały kraj;44692.0
5622;wtorek;2021-10-05;65;3.0;34.0;5948;dolnośląskie;2961.0
5623;wtorek;2021-10-05;43;4.0;30.0;2464;kujawsko-pomorskie;2236.0
5624;wtorek;2021-10-05;294;9.0;120.0;9982;lubelskie;3402.0
5625;wtorek;2021-10-05;14;0.0;15.0;2161;lubuskie;1030.0
5626;wtorek;2021-10-05;83;2.0;29.0;6103;łódzkie;3596.0
5627;wtorek;2021-10-05;82;5.0;53.0;4970;małopolskie;2819.0
5628;wtorek;2021-10-05;197;1.0;156.0;23916;mazowieckie;6256.0
5629;wtorek;2021-10-05;17;4.0;7.0;1687;opolskie;985.0
5630;wtorek;2021-10-05;68;5.0;57.0;2986;podkarpackie;2589.0
5631;wtorek;2021-10-05;121;1.0;43.0;4690;podlaskie;1381.0
5632;wtorek;2021-10-05;66;6.0;22.0;5008;pomorskie;2687.0
5633;wtorek;2021-10-05;46;6.0;47.0;5105;śląskie;4757.0
5634;wtorek;2021-10-05;20;0.0;8.0;1338;świętokrzyskie;1263.0
5635;wtorek;2021-10-05;56;0.0;19.0;2305;warmińsko-mazurskie;1697.0
5636;wtorek;2021-10-05;45;0.0;35.0;6252;wielkopolskie;2614.0
5637;wtorek;2021-10-05;97;0.0;42.0;4261;zachodniopomorskie;2251.0
5638;środa;2021-10-06;2085;33.0;491.0;89217;cały kraj;43668.0
5639;środa;2021-10-06;88;1.0;21.0;6109;dolnośląskie;2641.0
5640;środa;2021-10-06;58;3.0;23.0;2621;kujawsko-pomorskie;1990.0
5641;środa;2021-10-06;399;9.0;78.0;9439;lubelskie;3333.0
5642;środa;2021-10-06;27;0.0;5.0;2152;lubuskie;1077.0
5643;środa;2021-10-06;112;0.0;24.0;5900;łódzkie;3456.0
5644;środa;2021-10-06;122;1.0;32.0;4792;małopolskie;2959.0
5645;środa;2021-10-06;346;1.0;83.0;23003;mazowieckie;6363.0
5646;środa;2021-10-06;20;1.0;7.0;1772;opolskie;825.0
5647;środa;2021-10-06;89;6.0;22.0;2825;podkarpackie;2521.0
5648;środa;2021-10-06;268;6.0;33.0;5589;podlaskie;1556.0
5649;środa;2021-10-06;93;0.0;22.0;4924;pomorskie;2364.0
5650;środa;2021-10-06;130;2.0;31.0;5302;śląskie;4777.0
5651;środa;2021-10-06;38;2.0;13.0;1244;świętokrzyskie;1362.0
5652;środa;2021-10-06;70;0.0;18.0;2663;warmińsko-mazurskie;1419.0
5653;środa;2021-10-06;75;1.0;28.0;6259;wielkopolskie;2745.0
5654;środa;2021-10-06;125;0.0;46.0;4601;zachodniopomorskie;2196.0
5655;czwartek;2021-10-07;2007;29.0;1038.0;95647;cały kraj;41142.0
5656;czwartek;2021-10-07;80;3.0;38.0;6225;dolnośląskie;2747.0
5657;czwartek;2021-10-07;66;1.0;34.0;2739;kujawsko-pomorskie;1938.0
5658;czwartek;2021-10-07;459;7.0;188.0;11244;lubelskie;3313.0
5659;czwartek;2021-10-07;27;0.0;13.0;2258;lubuskie;960.0
5660;czwartek;2021-10-07;112;0.0;61.0;6101;łódzkie;2876.0
5661;czwartek;2021-10-07;101;5.0;84.0;4971;małopolskie;2626.0
5662;czwartek;2021-10-07;376;3.0;187.0;23903;mazowieckie;6155.0
5663;czwartek;2021-10-07;24;0.0;10.0;1764;opolskie;965.0
5664;czwartek;2021-10-07;130;1.0;66.0;3008;podkarpackie;2315.0
5665;czwartek;2021-10-07;182;2.0;66.0;7091;podlaskie;1458.0
5666;czwartek;2021-10-07;83;1.0;63.0;5287;pomorskie;2185.0
5667;czwartek;2021-10-07;76;2.0;47.0;5437;śląskie;4093.0
5668;czwartek;2021-10-07;21;0.0;13.0;1354;świętokrzyskie;1160.0
5669;czwartek;2021-10-07;48;1.0;38.0;2942;warmińsko-mazurskie;1439.0
5670;czwartek;2021-10-07;88;2.0;49.0;6405;wielkopolskie;2755.0
5671;czwartek;2021-10-07;103;1.0;69.0;4892;zachodniopomorskie;2020.0
5672;piątek;2021-10-08;1895;31.0;1264.0;102759;cały kraj;38494.0
5673;piątek;2021-10-08;85;1.0;86.0;6343;dolnośląskie;2503.0
5674;piątek;2021-10-08;77;4.0;73.0;2929;kujawsko-pomorskie;1914.0
5675;piątek;2021-10-08;368;10.0;236.0;12742;lubelskie;2639.0
5676;piątek;2021-10-08;26;1.0;26.0;2304;lubuskie;961.0
5677;piątek;2021-10-08;92;1.0;75.0;6347;łódzkie;2517.0
5678;piątek;2021-10-08;99;1.0;78.0;5337;małopolskie;2621.0
5679;piątek;2021-10-08;396;4.0;196.0;25533;mazowieckie;5888.0
5680;piątek;2021-10-08;16;0.0;15.0;1936;opolskie;819.0
5681;piątek;2021-10-08;72;1.0;65.0;3272;podkarpackie;2127.0
5682;piątek;2021-10-08;192;1.0;87.0;8022;podlaskie;1451.0
5683;piątek;2021-10-08;87;0.0;62.0;5728;pomorskie;2240.0
5684;piątek;2021-10-08;103;2.0;64.0;5468;śląskie;4316.0
5685;piątek;2021-10-08;28;0.0;12.0;1355;świętokrzyskie;1184.0
5686;piątek;2021-10-08;53;2.0;52.0;3178;warmińsko-mazurskie;1204.0
5687;piątek;2021-10-08;67;3.0;54.0;6845;wielkopolskie;2287.0
5688;piątek;2021-10-08;115;0.0;80.0;5392;zachodniopomorskie;1995.0
5689;piątek;2021-10-09;2012;29.0;1273.0;105696;cały kraj;39397.0
5690;piątek;2021-10-09;88;0.0;89.0;6186;dolnośląskie;2636.0
5691;piątek;2021-10-09;56;1.0;40.0;3142;kujawsko-pomorskie;1752.0
5692;piątek;2021-10-09;453;4.0;214.0;13454;lubelskie;3278.0
5693;piątek;2021-10-09;26;0.0;15.0;2576;lubuskie;935.0
5694;piątek;2021-10-09;98;6.0;69.0;6516;łódzkie;2592.0
5695;piątek;2021-10-09;100;2.0;105.0;5311;małopolskie;2816.0
5696;piątek;2021-10-09;323;6.0;232.0;26479;mazowieckie;5669.0
5697;piątek;2021-10-09;18;0.0;21.0;1906;opolskie;829.0
5698;piątek;2021-10-09;81;1.0;75.0;3577;podkarpackie;2163.0
5699;piątek;2021-10-09;223;0.0;88.0;8527;podlaskie;1390.0
5700;piątek;2021-10-09;111;2.0;50.0;5810;pomorskie;2544.0
5701;piątek;2021-10-09;109;4.0;54.0;5461;śląskie;3706.0
5702;piątek;2021-10-09;19;0.0;22.0;1292;świętokrzyskie;991.0
5703;piątek;2021-10-09;83;0.0;40.0;3199;warmińsko-mazurskie;1433.0
5704;piątek;2021-10-09;105;2.0;50.0;6646;wielkopolskie;2431.0
5705;piątek;2021-10-09;102;1.0;101.0;5597;zachodniopomorskie;2060.0
5706;sobota;2021-10-10;1527;5.0;1259.0;100756;cały kraj;25846.0
5707;sobota;2021-10-10;55;0.0;62.0;5824;dolnośląskie;1327.0
5708;sobota;2021-10-10;35;1.0;37.0;3052;kujawsko-pomorskie;987.0
5709;sobota;2021-10-10;322;0.0;267.0;12780;lubelskie;1879.0
5710;sobota;2021-10-10;34;0.0;13.0;2480;lubuskie;611.0
5711;sobota;2021-10-10;63;0.0;65.0;6434;łódzkie;1778.0
5712;sobota;2021-10-10;96;1.0;94.0;4853;małopolskie;2260.0
5713;sobota;2021-10-10;317;2.0;206.0;25267;mazowieckie;3946.0
5714;sobota;2021-10-10;25;0.0;16.0;1842;opolskie;526.0
5715;sobota;2021-10-10;77;0.0;60.0;3319;podkarpackie;1719.0
5716;sobota;2021-10-10;132;0.0;89.0;7903;podlaskie;899.0
5717;sobota;2021-10-10;65;0.0;66.0;5960;pomorskie;1583.0
5718;sobota;2021-10-10;83;0.0;63.0;5287;śląskie;2591.0
5719;sobota;2021-10-10;17;0.0;14.0;1233;świętokrzyskie;730.0
5720;sobota;2021-10-10;34;0.0;40.0;2762;warmińsko-mazurskie;603.0
5721;sobota;2021-10-10;68;0.0;61.0;6376;wielkopolskie;1614.0
5722;sobota;2021-10-10;75;1.0;99.0;5372;zachodniopomorskie;1087.0
5723;poniedziałek;2021-10-11;903;0.0;1338.0;96742;cały kraj;21213.0
5724;poniedziałek;2021-10-11;34;0.0;67.0;5649;dolnośląskie;1115.0
5725;poniedziałek;2021-10-11;27;0.0;60.0;2853;kujawsko-pomorskie;849.0
5726;poniedziałek;2021-10-11;157;0.0;248.0;12096;lubelskie;1190.0
5727;poniedziałek;2021-10-11;12;0.0;16.0;2183;lubuskie;422.0
5728;poniedziałek;2021-10-11;38;0.0;56.0;6445;łódzkie;1377.0
5729;poniedziałek;2021-10-11;53;0.0;71.0;4537;małopolskie;1831.0
5730;poniedziałek;2021-10-11;215;0.0;256.0;24353;mazowieckie;3365.0
5731;poniedziałek;2021-10-11;10;0.0;14.0;1782;opolskie;417.0
5732;poniedziałek;2021-10-11;31;0.0;69.0;3177;podkarpackie;1373.0
5733;poniedziałek;2021-10-11;76;0.0;98.0;7268;podlaskie;545.0
5734;poniedziałek;2021-10-11;46;0.0;74.0;5907;pomorskie;1357.0
5735;poniedziałek;2021-10-11;44;0.0;90.0;4989;śląskie;2291.0
5736;poniedziałek;2021-10-11;13;0.0;20.0;1155;świętokrzyskie;666.0
5737;poniedziałek;2021-10-11;20;0.0;61.0;2864;warmińsko-mazurskie;548.0
5738;poniedziałek;2021-10-11;43;0.0;57.0;6260;wielkopolskie;1464.0
5739;poniedziałek;2021-10-11;65;0.0;73.0;5212;zachodniopomorskie;1112.0
5740;wtorek;2021-10-12;2118;49.0;1134.0;104753;cały kraj;42848.0
5741;wtorek;2021-10-12;94;3.0;44.0;6078;dolnośląskie;2888.0
5742;wtorek;2021-10-12;61;1.0;35.0;3207;kujawsko-pomorskie;2024.0
5743;wtorek;2021-10-12;493;16.0;224.0;12962;lubelskie;3380.0
5744;wtorek;2021-10-12;25;0.0;14.0;2243;lubuskie;1083.0
5745;wtorek;2021-10-12;108;2.0;61.0;7210;łódzkie;3294.0
5746;wtorek;2021-10-12;99;3.0;74.0;5325;małopolskie;3017.0
5747;wtorek;2021-10-12;326;4.0;239.0;25729;mazowieckie;6182.0
5748;wtorek;2021-10-12;20;0.0;14.0;1945;opolskie;971.0
5749;wtorek;2021-10-12;78;4.0;70.0;3576;podkarpackie;2421.0
5750;wtorek;2021-10-12;234;4.0;77.0;7510;podlaskie;1568.0
5751;wtorek;2021-10-12;150;1.0;47.0;5892;pomorskie;2584.0
5752;wtorek;2021-10-12;75;0.0;63.0;5988;śląskie;3991.0
5753;wtorek;2021-10-12;34;3.0;11.0;1371;świętokrzyskie;1262.0
5754;wtorek;2021-10-12;92;5.0;29.0;3241;warmińsko-mazurskie;1750.0
5755;wtorek;2021-10-12;65;1.0;48.0;7299;wielkopolskie;2250.0
5756;wtorek;2021-10-12;132;2.0;70.0;5153;zachodniopomorskie;2106.0
5757;środa;2021-10-13;2640;40.0;763.0;102245;cały kraj;44897.0
5758;środa;2021-10-13;107;2.0;36.0;6249;dolnośląskie;2924.0
5759;środa;2021-10-13;67;2.0;31.0;3238;kujawsko-pomorskie;2276.0
5760;środa;2021-10-13;620;10.0;131.0;12220;lubelskie;3677.0
5761;środa;2021-10-13;41;0.0;7.0;2112;lubuskie;1119.0
5762;środa;2021-10-13;129;3.0;29.0;7182;łódzkie;3151.0
5763;środa;2021-10-13;142;1.0;68.0;5121;małopolskie;2742.0
5764;środa;2021-10-13;457;3.0;130.0;25271;mazowieckie;6560.0
5765;środa;2021-10-13;36;1.0;7.0;1959;opolskie;1030.0
5766;środa;2021-10-13;103;3.0;40.0;3482;podkarpackie;2767.0
5767;środa;2021-10-13;261;6.0;70.0;6502;podlaskie;1767.0
5768;środa;2021-10-13;97;0.0;42.0;5978;pomorskie;2481.0
5769;środa;2021-10-13;131;6.0;35.0;6025;śląskie;4462.0
5770;środa;2021-10-13;43;1.0;13.0;1357;świętokrzyskie;1272.0
5771;środa;2021-10-13;109;1.0;26.0;3104;warmińsko-mazurskie;1543.0
5772;środa;2021-10-13;131;0.0;43.0;7405;wielkopolskie;2958.0
5773;środa;2021-10-13;136;1.0;51.0;5008;zachodniopomorskie;2171.0
5774;czwartek;2021-10-14;3000;60.0;1427.0;111191;cały kraj;44889.0
5775;czwartek;2021-10-14;107;3.0;83.0;6283;dolnośląskie;2603.0
5776;czwartek;2021-10-14;90;1.0;59.0;3557;kujawsko-pomorskie;1838.0
5777;czwartek;2021-10-14;671;18.0;300.0;14635;lubelskie;3752.0
5778;czwartek;2021-10-14;33;0.0;17.0;2175;lubuskie;1138.0
5779;czwartek;2021-10-14;167;5.0;85.0;7715;łódzkie;3206.0
5780;czwartek;2021-10-14;136;0.0;91.0;5148;małopolskie;2943.0
5781;czwartek;2021-10-14;539;11.0;225.0;26765;mazowieckie;6725.0
5782;czwartek;2021-10-14;32;2.0;18.0;2008;opolskie;1001.0
5783;czwartek;2021-10-14;154;3.0;69.0;3863;podkarpackie;2575.0
5784;czwartek;2021-10-14;313;2.0;119.0;8216;podlaskie;1907.0
5785;czwartek;2021-10-14;161;1.0;72.0;6728;pomorskie;2677.0
5786;czwartek;2021-10-14;143;3.0;60.0;6000;śląskie;4711.0
5787;czwartek;2021-10-14;39;0.0;24.0;1449;świętokrzyskie;1241.0
5788;czwartek;2021-10-14;82;3.0;52.0;3477;warmińsko-mazurskie;1829.0
5789;czwartek;2021-10-14;140;5.0;52.0;7489;wielkopolskie;2541.0
5790;czwartek;2021-10-14;155;3.0;95.0;5656;zachodniopomorskie;2087.0
5791;piątek;2021-10-15;2771;49.0;2039.0;120973;cały kraj;39863.0
5792;piątek;2021-10-15;96;3.0;73.0;6220;dolnośląskie;2647.0
5793;piątek;2021-10-15;97;1.0;60.0;3832;kujawsko-pomorskie;1749.0
5794;piątek;2021-10-15;608;11.0;396.0;17098;lubelskie;3329.0
5795;piątek;2021-10-15;35;0.0;32.0;2378;lubuskie;913.0
5796;piątek;2021-10-15;170;5.0;117.0;8376;łódzkie;2625.0
5797;piątek;2021-10-15;138;3.0;110.0;5291;małopolskie;2667.0
5798;piątek;2021-10-15;502;5.0;336.0;28703;mazowieckie;5767.0
5799;piątek;2021-10-15;38;1.0;16.0;2123;opolskie;863.0
5800;piątek;2021-10-15;132;8.0;110.0;4323;podkarpackie;2554.0
5801;piątek;2021-10-15;321;4.0;279.0;9397;podlaskie;1847.0
5802;piątek;2021-10-15;98;0.0;89.0;7216;pomorskie;2133.0
5803;piątek;2021-10-15;133;1.0;105.0;6338;śląskie;3988.0
5804;piątek;2021-10-15;36;1.0;39.0;1567;świętokrzyskie;1025.0
5805;piątek;2021-10-15;103;0.0;74.0;3884;warmińsko-mazurskie;1497.0
5806;piątek;2021-10-15;103;4.0;66.0;7972;wielkopolskie;2410.0
5807;piątek;2021-10-15;139;2.0;129.0;6228;zachodniopomorskie;2106.0
5808;piątek;2021-10-16;3236;44.0;2017.0;123871;cały kraj;43645.0
5809;piątek;2021-10-16;134;0.0;78.0;6341;dolnośląskie;2706.0
5810;piątek;2021-10-16;109;2.0;82.0;3854;kujawsko-pomorskie;2096.0
5811;piątek;2021-10-16;773;9.0;426.0;17680;lubelskie;3705.0
5812;piątek;2021-10-16;39;1.0;39.0;2523;lubuskie;1052.0
5813;piątek;2021-10-16;151;5.0;106.0;8877;łódzkie;2789.0
5814;piątek;2021-10-16;217;5.0;109.0;5554;małopolskie;3010.0
5815;piątek;2021-10-16;568;2.0;413.0;29090;mazowieckie;6775.0
5816;piątek;2021-10-16;34;1.0;28.0;2296;opolskie;850.0
5817;piątek;2021-10-16;109;4.0;123.0;4792;podkarpackie;2523.0
5818;piątek;2021-10-16;339;3.0;182.0;9962;podlaskie;1605.0
5819;piątek;2021-10-16;129;1.0;90.0;7078;pomorskie;2390.0
5820;piątek;2021-10-16;156;3.0;88.0;6255;śląskie;4336.0
5821;piątek;2021-10-16;50;1.0;20.0;1573;świętokrzyskie;1216.0
5822;piątek;2021-10-16;85;1.0;46.0;3940;warmińsko-mazurskie;1505.0
5823;piątek;2021-10-16;152;4.0;76.0;7733;wielkopolskie;2832.0
5824;piątek;2021-10-16;155;2.0;104.0;6299;zachodniopomorskie;1988.0
5825;sobota;2021-10-17;2523;1.0;1946.0;116255;cały kraj;28697.0
5826;sobota;2021-10-17;110;0.0;102.0;5838;dolnośląskie;1429.0
5827;sobota;2021-10-17;72;0.0;83.0;3596;kujawsko-pomorskie;1147.0
